1.799846035987184567e-01,2.827185087112598846e-02,3.473036173475970573e-02,-2.910241027967823135e-01,-1.588077134057622741e-01,-3.640227829684296590e-01,-1.723471218090010665e-02,2.298379042345033985e-01,-1.320226463561064711e-01,-7.661244696317628944e-02
2.341295878606501346e-01,-1.311568584501994761e-01,1.913547512592284061e-01,-1.918506683403481405e-01,5.326185772088996850e-02,4.251178186609090304e-01,4.725802433157588189e-01,-2.041576638181152314e-01,-3.123113334200055546e-01,2.051122809037354278e-01
-4.212418714386145617e-03,3.154389622546645289e-02,9.444476460054261613e-02,-1.645601920344643143e-01,1.808494284652957251e-01,-2.846506879432990633e-01,2.613113964798535402e-02,3.698193876451357220e-01,-1.738728776114591978e-01,1.517420884802956338e-01
1.448622467711187245e-01,-4.523577039506495451e-02,2.165091776451931460e-01,1.841504991723221518e-01,-1.771080954073731561e-01,1.269436208595435371e-02,8.704508275434354181e-02,-1.884380318569104859e-03,2.237149192713853638e-02,-6.284765015537792376e-02
-8.884255264130601348e-02,1.339961396246438230e-01,-3.483659458706080403e-01,-6.940455478855106497e-02,1.625146194387244725e-01,-6.471938902007319527e-02,-2.337952882586188663e-01,1.466429723121704942e-01,2.558697070907677840e-01,2.850736221982200225e-01
-2.124955545698112847e-01,2.389363599202881105e-01,2.214511041101116517e-01,7.472160559521785761e-02,2.217536216124811610e-01,-3.498435011893240576e-01,-8.247131129495177682e-02,1.237738560018692147e-01,-2.726862905723632102e-01,-3.174874820158519184e-01
-2.339568963300331095e-01,5.621305378158449884e-01,1.461974561910780734e-01,1.443778366208890995e-01,6.482962963992638938e-02,-7.818616419197563228e-02,7.975030406944402794e-02,5.733107796051929717e-02,-2.939146475276517845e-01,1.247093044546142004e-01
6.658028961935377743e-02,1.019217387554965069e-02,5.225130681416767509e-02,1.031369665286413929e-03,-1.041795679159027432e-01,-6.785793201364523908e-01,1.520737540846052172e-01,4.475554817981977802e-03,2.125205533956812942e-02,4.195790570819797893e-01
5.656937289587304213e-02,2.326029249888502404e-01,1.013914438108641236e-01,1.702109394709205858e-01,1.460989008696456370e-01,8.174129195134481607e-02,1.256273838539931631e-01,6.931417452052437977e-02,-1.356149631161250313e-01,5.708779240235674346e-02
1.521297438981089045e-01,-2.334816043611515624e-01,3.549523640403545177e-01,-3.481818746291341915e-01,2.401814124066106726e-01,2.579888422355051114e-01,4.744507342023320806e-01,-1.159487994233319025e-01,-3.572684667182744050e-02,-3.557657332242207815e-01
3.948694551050367929e-01,2.226973881844946934e-01,1.341748064433362642e-01,-1.678879618052956380e-01,-3.143218248466280729e-01,5.220777753864689480e-02,5.890941617778585604e-01,-3.926166436781228786e-01,-4.336324891788970182e-01,-4.869644858585496228e-01
-2.664892609302589310e-01,-2.125763747722598518e-01,2.349515255243666279e-01,-3.024303827483366680e-01,-1.407487285473032756e-01,-2.157338340628611739e-01,1.122925415322385823e-01,-2.294725560830854216e-01,1.506177982219883138e-01,-1.808113154912743131e-02
2.839288195643058788e-01,1.379138935356880036e-01,2.248654729205045721e-01,4.494986956189363503e-01,-5.528234933721473121e-01,2.881524381544497970e-01,-2.322541425904139645e-01,5.079850537479527750e-01,-1.824626953458856060e-01,-4.575776131906428290e-02
-1.058611418424397210e-01,-9.934388242218070153e-02,-6.450409356037514752e-02,-7.066609103477747289e-02,1.780790114442815653e-01,1.618042375471007710e-01,5.594888768137238344e-01,-2.927738334580574225e-03,-3.455688031760724144e-01,-9.045454115471683598e-02
3.395260818322444734e-03,-6.026386415299372218e-02,-8.828374815625150696e-02,-9.310799242629359818e-02,6.522373583417681586e-02,1.188767366744599568e-02,-2.979566087957934428e-01,-1.874582149109383922e-01,-3.002494512351520928e-02,-4.774297181021731201e-02
-9.539367723070232841e-02,-7.406164921133075174e-02,4.849674590508153832e-02,-8.332978660814079064e-02,6.216725558252761408e-02,1.760860513670224961e-02,-6.893553392943653491e-03,1.253809865898118103e-01,-3.396795757641881547e-02,-2.707513622091011762e-01
-3.420197574170452115e-01,4.218624432672218871e-01,-2.966806022486441208e-01,-1.456559402683263171e-01,-1.180981848540745144e-01,4.531671738658792914e-01,-3.899823901536013104e-01,-1.530106847880298437e-01,4.808457280222549340e-02,-6.482085204141029011e-02
-4.203886798263540281e-01,2.348876767745629313e-01,-3.073420453060599078e-01,-1.662887875747241229e-01,5.968949288247734491e-02,-1.074063028435727624e-01,-3.239955450678184967e-02,-2.599689950221137358e-01,5.068621451218041640e-01,7.392422532727595599e-03
-2.851117798921578000e-03,6.439526136032831805e-02,2.442413589380196259e-01,3.874652522826321777e-01,2.842634303847768606e-01,-3.378964772597464195e-01,-6.519873396890893402e-02,5.790122289929432176e-02,2.907196156113503460e-01,-5.434922345703386837e-01
2.561186663081984616e-01,-7.444305800044508092e-03,-4.902730145300046583e-01,5.702806280137732997e-02,-1.225674285371138872e-01,5.211128365557053665e-02,3.580547256069822361e-03,-3.267403261883278232e-02,7.256338819011255714e-02,1.152361152296057928e-01
2.962801424678180862e-01,7.560916018139181294e-02,4.109730028913486932e-01,3.414614708138424271e-01,-1.212466508423260952e-01,-2.488310699977081264e-01,-3.660064714841809730e-01,3.673467696290684259e-01,-1.511728724289557457e-01,1.725311719874510739e-04
